file_id,label,class_name,original_filename,n_traces,n_samples,dt_ms
file_00052,1,event,Frisco_2P_June_2024_Divine_Trigger_53100.sgy,366,2000,0.5
file_00053,1,event,Frisco_2P_June_2024_Divine_Trigger_53102.sgy,366,2000,0.5
file_00054,1,event,Frisco_2P_June_2024_Divine_Trigger_53103.sgy,366,2000,0.5
file_00055,1,event,Frisco_2P_June_2024_Divine_Trigger_53104.sgy,366,2000,0.5
file_00056,1,event,Frisco_2P_June_2024_Divine_Trigger_53105.sgy,366,2000,0.5
file_00057,1,event,Frisco_2P_June_2024_Divine_Trigger_53110.sgy,366,2000,0.5
file_00058,1,event,Frisco_2P_June_2024_Divine_Trigger_53113.sgy,366,2000,0.5
file_00059,1,event,Frisco_2P_June_2024_Divine_Trigger_53114.sgy,366,2000,0.5
file_00060,1,event,Frisco_2P_June_2024_Divine_Trigger_53116.sgy,366,2000,0.5
file_00061,1,event,Frisco_2P_June_2024_Divine_Trigger_53125.sgy,366,2000,0.5
file_00062,1,event,Frisco_2P_June_2024_Divine_Trigger_53132.sgy,366,2000,0.5
file_00063,1,event,Frisco_2P_June_2024_Divine_Trigger_53133.sgy,366,2000,0.5
file_00064,1,event,Frisco_2P_June_2024_Divine_Trigger_53134.sgy,366,2000,0.5
file_00065,1,event,Frisco_2P_June_2024_Divine_Trigger_53135.sgy,366,2000,0.5
file_00066,1,event,Frisco_2P_June_2024_Divine_Trigger_53137.sgy,366,2000,0.5
file_00067,1,event,Frisco_2P_June_2024_Divine_Trigger_53145.sgy,366,2000,0.5
file_00068,1,event,Frisco_2P_June_2024_Divine_Trigger_53149.sgy,366,2000,0.5
file_00069,1,event,Frisco_2P_June_2024_Divine_Trigger_53150.sgy,366,2000,0.5
file_00070,1,event,Frisco_2P_June_2024_Divine_Trigger_53153.sgy,366,2000,0.5
file_00071,1,event,Frisco_2P_June_2024_Divine_Trigger_53154.sgy,366,2000,0.5
file_00072,1,event,Frisco_2P_June_2024_Divine_Trigger_53155.sgy,366,2000,0.5
file_00073,1,event,Frisco_2P_June_2024_Divine_Trigger_53156.sgy,366,2000,0.5
file_00074,1,event,Frisco_2P_June_2024_Divine_Trigger_53157.sgy,366,2000,0.5
file_00075,1,event,Frisco_2P_June_2024_Divine_Trigger_53159.sgy,366,2000,0.5
file_00076,1,event,Frisco_2P_June_2024_Divine_Trigger_53161.sgy,366,2000,0.5
file_00077,1,event,Frisco_2P_June_2024_Divine_Trigger_53162.sgy,366,2000,0.5
file_00078,1,event,Frisco_2P_June_2024_Divine_Trigger_53164.sgy,366,2000,0.5
file_00079,1,event,Frisco_2P_June_2024_Divine_Trigger_53167.sgy,366,2000,0.5
file_00080,1,event,Frisco_2P_June_2024_Divine_Trigger_53168.sgy,366,2000,0.5
file_00081,1,event,Frisco_2P_June_2024_Divine_Trigger_53169.sgy,366,2000,0.5
file_00082,1,event,Frisco_2P_June_2024_Divine_Trigger_53171.sgy,366,2000,0.5
file_00083,1,event,Frisco_2P_June_2024_Divine_Trigger_53173.sgy,366,2000,0.5
file_00084,1,event,Frisco_2P_June_2024_Divine_Trigger_53174.sgy,366,2000,0.5
file_00085,1,event,Frisco_2P_June_2024_Divine_Trigger_53175.sgy,366,2000,0.5
file_00086,1,event,Frisco_2P_June_2024_Divine_Trigger_53176.sgy,366,2000,0.5
file_00087,1,event,Frisco_2P_June_2024_Divine_Trigger_53177.sgy,366,2000,0.5
file_00088,1,event,Frisco_2P_June_2024_Divine_Trigger_53179.sgy,366,2000,0.5
file_00089,1,event,Frisco_2P_June_2024_Divine_Trigger_53180.sgy,366,2000,0.5
file_00090,1,event,Frisco_2P_June_2024_Divine_Trigger_53181.sgy,366,2000,0.5
file_00091,1,event,Frisco_2P_June_2024_Divine_Trigger_53182.sgy,366,2000,0.5
file_00092,1,event,Frisco_2P_June_2024_Divine_Trigger_53184.sgy,366,2000,0.5
file_00093,1,event,Frisco_2P_June_2024_Divine_Trigger_53185.sgy,366,2000,0.5
file_00094,1,event,Frisco_2P_June_2024_Divine_Trigger_53187.sgy,366,2000,0.5
file_00095,1,event,Frisco_2P_June_2024_Divine_Trigger_53188.sgy,366,2000,0.5
file_00096,1,event,Frisco_2P_June_2024_Divine_Trigger_53189.sgy,366,2000,0.5
file_00097,1,event,Frisco_2P_June_2024_Divine_Trigger_53191.sgy,366,2000,0.5
file_00098,1,event,Frisco_2P_June_2024_Divine_Trigger_53195.sgy,366,2000,0.5
file_00099,1,event,Frisco_2P_June_2024_Divine_Trigger_53196.sgy,366,2000,0.5
file_00100,1,event,Frisco_2P_June_2024_Divine_Trigger_53199.sgy,366,2000,0.5
file_00101,1,event,Frisco_2P_June_2024_Divine_Trigger_53200.sgy,366,2000,0.5
file_00102,1,event,Frisco_2P_June_2024_Divine_Trigger_53204.sgy,366,2000,0.5
file_00103,1,event,Frisco_2P_June_2024_Divine_Trigger_53207.sgy,366,2000,0.5
file_00104,1,event,Frisco_2P_June_2024_Divine_Trigger_53209.sgy,366,2000,0.5
file_00105,1,event,Frisco_2P_June_2024_Divine_Trigger_53210.sgy,366,2000,0.5
file_00106,1,event,Frisco_2P_June_2024_Divine_Trigger_53211.sgy,366,2000,0.5
file_00107,1,event,Frisco_2P_June_2024_Divine_Trigger_53213.sgy,366,2000,0.5
file_00108,1,event,Frisco_2P_June_2024_Divine_Trigger_53214.sgy,366,2000,0.5
file_00109,1,event,Frisco_2P_June_2024_Divine_Trigger_53215.sgy,366,2000,0.5
file_00110,1,event,Frisco_2P_June_2024_Divine_Trigger_53216.sgy,366,2000,0.5
file_00111,1,event,Frisco_2P_June_2024_Divine_Trigger_53217.sgy,366,2000,0.5
file_00112,1,event,Frisco_2P_June_2024_Divine_Trigger_53218.sgy,366,2000,0.5
file_00113,1,event,Frisco_2P_June_2024_Divine_Trigger_53219.sgy,366,2000,0.5
file_00114,1,event,Frisco_2P_June_2024_Divine_Trigger_53220.sgy,366,2000,0.5
file_00115,1,event,Frisco_2P_June_2024_Divine_Trigger_53222.sgy,366,2000,0.5
file_00116,1,event,Frisco_2P_June_2024_Divine_Trigger_53223.sgy,366,2000,0.5
file_00117,1,event,Frisco_2P_June_2024_Divine_Trigger_53227.sgy,366,2000,0.5
file_00118,1,event,Frisco_2P_June_2024_Divine_Trigger_53229.sgy,366,2000,0.5
file_00119,1,event,Frisco_2P_June_2024_Divine_Trigger_53231.sgy,366,2000,0.5
file_00120,1,event,Frisco_2P_June_2024_Divine_Trigger_53233.sgy,366,2000,0.5
file_00121,1,event,Frisco_2P_June_2024_Divine_Trigger_53234.sgy,366,2000,0.5
file_00122,1,event,Frisco_2P_June_2024_Divine_Trigger_53238.sgy,366,2000,0.5
file_00123,1,event,Frisco_2P_June_2024_Divine_Trigger_53239.sgy,366,2000,0.5
file_00124,1,event,Frisco_2P_June_2024_Divine_Trigger_53243.sgy,366,2000,0.5
file_00125,1,event,Frisco_2P_June_2024_Divine_Trigger_53244.sgy,366,2000,0.5
file_00126,1,event,Frisco_2P_June_2024_Divine_Trigger_53245.sgy,366,2000,0.5
file_00127,1,event,Frisco_2P_June_2024_Divine_Trigger_53246.sgy,366,2000,0.5
file_00128,1,event,Frisco_2P_June_2024_Divine_Trigger_53249.sgy,366,2000,0.5
file_00129,1,event,Frisco_2P_June_2024_Divine_Trigger_53253.sgy,366,2000,0.5
file_00130,1,event,Frisco_2P_June_2024_Divine_Trigger_53255.sgy,366,2000,0.5
file_00131,1,event,Frisco_2P_June_2024_Divine_Trigger_53256.sgy,366,2000,0.5
file_00132,1,event,Frisco_2P_June_2024_Divine_Trigger_53257.sgy,366,2000,0.5
file_00133,1,event,Frisco_2P_June_2024_Divine_Trigger_53258.sgy,366,2000,0.5
file_00134,1,event,Frisco_2P_June_2024_Divine_Trigger_53259.sgy,366,2000,0.5
file_00135,1,event,Frisco_2P_June_2024_Divine_Trigger_53260.sgy,366,2000,0.5
file_00136,1,event,Frisco_2P_June_2024_Divine_Trigger_53263.sgy,366,2000,0.5
file_00137,1,event,Frisco_2P_June_2024_Divine_Trigger_53264.sgy,366,2000,0.5
file_00138,1,event,Frisco_2P_June_2024_Divine_Trigger_53265.sgy,366,2000,0.5
file_00139,1,event,Frisco_2P_June_2024_Divine_Trigger_53267.sgy,366,2000,0.5
file_00140,1,event,Frisco_2P_June_2024_Divine_Trigger_53269.sgy,366,2000,0.5
file_00141,1,event,Frisco_2P_June_2024_Divine_Trigger_53275.sgy,366,2000,0.5
file_00142,1,event,Frisco_2P_June_2024_Divine_Trigger_53276.sgy,366,2000,0.5
file_00143,1,event,Frisco_2P_June_2024_Divine_Trigger_53277.sgy,366,2000,0.5
file_00144,1,event,Frisco_2P_June_2024_Divine_Trigger_53278.sgy,366,2000,0.5
file_00145,1,event,Frisco_2P_June_2024_Divine_Trigger_53280.sgy,366,2000,0.5
file_00146,1,event,Frisco_2P_June_2024_Divine_Trigger_53281.sgy,366,2000,0.5
file_00147,1,event,Frisco_2P_June_2024_Divine_Trigger_53286.sgy,366,2000,0.5
file_00148,1,event,Frisco_2P_June_2024_Divine_Trigger_53288.sgy,366,2000,0.5
file_00149,1,event,Frisco_2P_June_2024_Divine_Trigger_53289.sgy,366,2000,0.5
file_00150,1,event,Frisco_2P_June_2024_Divine_Trigger_53290.sgy,366,2000,0.5
file_00151,1,event,Frisco_2P_June_2024_Divine_Trigger_53291.sgy,366,2000,0.5
file_00152,1,event,Frisco_2P_June_2024_Divine_Trigger_53292.sgy,366,2000,0.5
file_00153,1,event,Frisco_2P_June_2024_Divine_Trigger_53293.sgy,366,2000,0.5
file_00154,1,event,Frisco_2P_June_2024_Divine_Trigger_53298.sgy,366,2000,0.5
file_00155,1,event,Frisco_2P_June_2024_Divine_Trigger_53299.sgy,366,2000,0.5
file_00156,1,event,Frisco_2P_June_2024_Divine_Trigger_53301.sgy,366,2000,0.5
file_00157,1,event,Frisco_2P_June_2024_Divine_Trigger_53302.sgy,366,2000,0.5
file_00158,1,event,Frisco_2P_June_2024_Divine_Trigger_53303.sgy,366,2000,0.5
file_00159,1,event,Frisco_2P_June_2024_Divine_Trigger_53304.sgy,366,2000,0.5
file_00160,1,event,Frisco_2P_June_2024_Divine_Trigger_53309.sgy,366,2000,0.5
file_00161,1,event,Frisco_2P_June_2024_Divine_Trigger_53314.sgy,366,2000,0.5
file_00162,1,event,Frisco_2P_June_2024_Divine_Trigger_53316.sgy,366,2000,0.5
file_00163,1,event,Frisco_2P_June_2024_Divine_Trigger_53318.sgy,366,2000,0.5
file_00164,1,event,Frisco_2P_June_2024_Divine_Trigger_53319.sgy,366,2000,0.5
file_00165,1,event,Frisco_2P_June_2024_Divine_Trigger_53321.sgy,366,2000,0.5
file_00166,1,event,Frisco_2P_June_2024_Divine_Trigger_53323.sgy,366,2000,0.5
file_00167,1,event,Frisco_2P_June_2024_Divine_Trigger_53324.sgy,366,2000,0.5
file_00168,1,event,Frisco_2P_June_2024_Divine_Trigger_53325.sgy,366,2000,0.5
file_00169,1,event,Frisco_2P_June_2024_Divine_Trigger_53328.sgy,366,2000,0.5
file_00170,1,event,Frisco_2P_June_2024_Divine_Trigger_53330.sgy,366,2000,0.5
file_00171,1,event,Frisco_2P_June_2024_Divine_Trigger_53331.sgy,366,2000,0.5
file_00172,1,event,Frisco_2P_June_2024_Divine_Trigger_53332.sgy,366,2000,0.5
file_00173,1,event,Frisco_2P_June_2024_Divine_Trigger_53334.sgy,366,2000,0.5
file_00174,1,event,Frisco_2P_June_2024_Divine_Trigger_53336.sgy,366,2000,0.5
file_00175,1,event,Frisco_2P_June_2024_Divine_Trigger_53338.sgy,366,2000,0.5
file_00176,1,event,Frisco_2P_June_2024_Divine_Trigger_53339.sgy,366,2000,0.5
file_00177,1,event,Frisco_2P_June_2024_Divine_Trigger_53340.sgy,366,2000,0.5
file_00178,1,event,Frisco_2P_June_2024_Divine_Trigger_53343.sgy,366,2000,0.5
file_00179,1,event,Frisco_2P_June_2024_Divine_Trigger_53344.sgy,366,2000,0.5
file_00180,1,event,Frisco_2P_June_2024_Divine_Trigger_53346.sgy,366,2000,0.5
file_00181,1,event,Frisco_2P_June_2024_Divine_Trigger_53347.sgy,366,2000,0.5
file_00182,1,event,Frisco_2P_June_2024_Divine_Trigger_53353.sgy,366,2000,0.5
file_00183,1,event,Frisco_2P_June_2024_Divine_Trigger_53355.sgy,366,2000,0.5
file_00184,1,event,Frisco_2P_June_2024_Divine_Trigger_53356.sgy,366,2000,0.5
file_00185,1,event,Frisco_2P_June_2024_Divine_Trigger_53357.sgy,366,2000,0.5
file_00186,1,event,Frisco_2P_June_2024_Divine_Trigger_53358.sgy,366,2000,0.5
file_00187,1,event,Frisco_2P_June_2024_Divine_Trigger_53359.sgy,366,2000,0.5
file_00188,1,event,Frisco_2P_June_2024_Divine_Trigger_53360.sgy,366,2000,0.5
file_00189,1,event,Frisco_2P_June_2024_Divine_Trigger_53361.sgy,366,2000,0.5
file_00190,1,event,Frisco_2P_June_2024_Divine_Trigger_53362.sgy,366,2000,0.5
file_00191,1,event,Frisco_2P_June_2024_Divine_Trigger_53364.sgy,366,2000,0.5
file_00192,1,event,Frisco_2P_June_2024_Divine_Trigger_53365.sgy,366,2000,0.5
file_00193,1,event,Frisco_2P_June_2024_Divine_Trigger_53367.sgy,366,2000,0.5
file_00194,1,event,Frisco_2P_June_2024_Divine_Trigger_53371.sgy,366,2000,0.5
file_00195,1,event,Frisco_2P_June_2024_Divine_Trigger_53373.sgy,366,2000,0.5
file_00196,1,event,Frisco_2P_June_2024_Divine_Trigger_53374.sgy,366,2000,0.5
file_00197,1,event,Frisco_2P_June_2024_Divine_Trigger_53375.sgy,366,2000,0.5
file_00198,1,event,Frisco_2P_June_2024_Divine_Trigger_53376.sgy,366,2000,0.5
file_00199,1,event,Frisco_2P_June_2024_Divine_Trigger_53377.sgy,366,2000,0.5
file_00200,1,event,Frisco_2P_June_2024_Divine_Trigger_53378.sgy,366,2000,0.5
file_00201,1,event,Frisco_2P_June_2024_Divine_Trigger_53382.sgy,366,2000,0.5
file_00202,1,event,Frisco_2P_June_2024_Divine_Trigger_53383.sgy,366,2000,0.5
file_00203,1,event,Frisco_2P_June_2024_Divine_Trigger_53384.sgy,366,2000,0.5
file_00204,1,event,Frisco_2P_June_2024_Divine_Trigger_53385.sgy,366,2000,0.5
file_00205,1,event,Frisco_2P_June_2024_Divine_Trigger_53386.sgy,366,2000,0.5
file_00206,1,event,Frisco_2P_June_2024_Divine_Trigger_53389.sgy,366,2000,0.5
file_00207,1,event,Frisco_2P_June_2024_Divine_Trigger_53391.sgy,366,2000,0.5
file_00208,1,event,Frisco_2P_June_2024_Divine_Trigger_53393.sgy,366,2000,0.5
file_00209,1,event,Frisco_2P_June_2024_Divine_Trigger_53394.sgy,366,2000,0.5
file_00210,1,event,Frisco_2P_June_2024_Divine_Trigger_53395.sgy,366,2000,0.5
file_00211,1,event,Frisco_2P_June_2024_Divine_Trigger_53397.sgy,366,2000,0.5
file_00212,1,event,Frisco_2P_June_2024_Divine_Trigger_53399.sgy,366,2000,0.5
file_00213,1,event,Frisco_2P_June_2024_Divine_Trigger_53401.sgy,366,2000,0.5
file_00214,1,event,Frisco_2P_June_2024_Divine_Trigger_53402.sgy,366,2000,0.5
file_00215,1,event,Frisco_2P_June_2024_Divine_Trigger_53403.sgy,366,2000,0.5
file_00216,1,event,Frisco_2P_June_2024_Divine_Trigger_53405.sgy,366,2000,0.5
file_00217,1,event,Frisco_2P_June_2024_Divine_Trigger_53406.sgy,366,2000,0.5
file_00218,1,event,Frisco_2P_June_2024_Divine_Trigger_53407.sgy,366,2000,0.5
file_00219,1,event,Frisco_2P_June_2024_Divine_Trigger_53408.sgy,366,2000,0.5
file_00220,1,event,Frisco_2P_June_2024_Divine_Trigger_53409.sgy,366,2000,0.5
file_00221,1,event,Frisco_2P_June_2024_Divine_Trigger_53417.sgy,366,2000,0.5
file_00222,1,event,Frisco_2P_June_2024_Divine_Trigger_53419.sgy,366,2000,0.5
file_00223,1,event,Frisco_2P_June_2024_Divine_Trigger_53420.sgy,366,2000,0.5
file_00224,1,event,Frisco_2P_June_2024_Divine_Trigger_53422.sgy,366,2000,0.5
file_00225,1,event,Frisco_2P_June_2024_Divine_Trigger_53423.sgy,366,2000,0.5
file_00226,1,event,Frisco_2P_June_2024_Divine_Trigger_53424.sgy,366,2000,0.5
file_00227,1,event,Frisco_2P_June_2024_Divine_Trigger_53425.sgy,366,2000,0.5
file_00228,1,event,Frisco_2P_June_2024_Divine_Trigger_53429.sgy,366,2000,0.5
file_00229,1,event,Frisco_2P_June_2024_Divine_Trigger_53432.sgy,366,2000,0.5
file_00230,1,event,Frisco_2P_June_2024_Divine_Trigger_53433.sgy,366,2000,0.5
file_00231,1,event,Frisco_2P_June_2024_Divine_Trigger_53435.sgy,366,2000,0.5
file_00232,1,event,Frisco_2P_June_2024_Divine_Trigger_53441.sgy,366,2000,0.5
file_00233,1,event,Frisco_2P_June_2024_Divine_Trigger_53442.sgy,366,2000,0.5
file_00234,1,event,Frisco_2P_June_2024_Divine_Trigger_53443.sgy,366,2000,0.5
file_00235,1,event,Frisco_2P_June_2024_Divine_Trigger_53444.sgy,366,2000,0.5
file_00236,1,event,Frisco_2P_June_2024_Divine_Trigger_53445.sgy,366,2000,0.5
file_00237,1,event,Frisco_2P_June_2024_Divine_Trigger_53446.sgy,366,2000,0.5
file_00238,1,event,Frisco_2P_June_2024_Divine_Trigger_53447.sgy,366,2000,0.5
file_00239,1,event,Frisco_2P_June_2024_Divine_Trigger_53449.sgy,366,2000,0.5
file_00240,1,event,Frisco_2P_June_2024_Divine_Trigger_53451.sgy,366,2000,0.5
file_00241,1,event,Frisco_2P_June_2024_Divine_Trigger_53452.sgy,366,2000,0.5
file_00242,1,event,Frisco_2P_June_2024_Divine_Trigger_53453.sgy,366,2000,0.5
file_00243,1,event,Frisco_2P_June_2024_Divine_Trigger_53455.sgy,366,2000,0.5
file_00244,1,event,Frisco_2P_June_2024_Divine_Trigger_53459.sgy,366,2000,0.5
file_00245,1,event,Frisco_2P_June_2024_Divine_Trigger_53463.sgy,366,2000,0.5
file_00246,1,event,Frisco_2P_June_2024_Divine_Trigger_53464.sgy,366,2000,0.5
file_00247,1,event,Frisco_2P_June_2024_Divine_Trigger_53465.sgy,366,2000,0.5
file_00248,1,event,Frisco_2P_June_2024_Divine_Trigger_53468.sgy,366,2000,0.5
file_00249,1,event,Frisco_2P_June_2024_Divine_Trigger_53469.sgy,366,2000,0.5
file_00250,1,event,Frisco_2P_June_2024_Divine_Trigger_53473.sgy,366,2000,0.5
file_00251,1,event,Frisco_2P_June_2024_Divine_Trigger_53474.sgy,366,2000,0.5
file_00252,1,event,Frisco_2P_June_2024_Divine_Trigger_53475.sgy,366,2000,0.5
file_00253,1,event,Frisco_2P_June_2024_Divine_Trigger_53476.sgy,366,2000,0.5
file_00254,1,event,Frisco_2P_June_2024_Divine_Trigger_53477.sgy,366,2000,0.5
file_00255,1,event,Frisco_2P_June_2024_Divine_Trigger_53478.sgy,366,2000,0.5
file_00256,1,event,Frisco_2P_June_2024_Divine_Trigger_53481.sgy,366,2000,0.5
file_00257,1,event,Frisco_2P_June_2024_Divine_Trigger_53486.sgy,366,2000,0.5
file_00258,1,event,Frisco_2P_June_2024_Divine_Trigger_53488.sgy,366,2000,0.5
file_00259,1,event,Frisco_2P_June_2024_Divine_Trigger_53489.sgy,366,2000,0.5
file_00260,1,event,Frisco_2P_June_2024_Divine_Trigger_53491.sgy,366,2000,0.5
file_00261,1,event,Frisco_2P_June_2024_Divine_Trigger_53492.sgy,366,2000,0.5
file_00262,1,event,Frisco_2P_June_2024_Divine_Trigger_53493.sgy,366,2000,0.5
file_00263,1,event,Frisco_2P_June_2024_Divine_Trigger_53496.sgy,366,2000,0.5
file_00264,1,event,Frisco_2P_June_2024_Divine_Trigger_53497.sgy,366,2000,0.5
file_00265,1,event,Frisco_2P_June_2024_Divine_Trigger_53499.sgy,366,2000,0.5
file_00266,1,event,Frisco_2P_June_2024_Divine_Trigger_53506.sgy,366,2000,0.5
file_00267,1,event,Frisco_2P_June_2024_Divine_Trigger_53507.sgy,366,2000,0.5
file_00268,1,event,Frisco_2P_June_2024_Divine_Trigger_53508.sgy,366,2000,0.5
file_00269,1,event,Frisco_2P_June_2024_Divine_Trigger_53509.sgy,366,2000,0.5
file_00270,1,event,Frisco_2P_June_2024_Divine_Trigger_53510.sgy,366,2000,0.5
file_00271,1,event,Frisco_2P_June_2024_Divine_Trigger_53511.sgy,366,2000,0.5
file_00272,1,event,Frisco_2P_June_2024_Divine_Trigger_53515.sgy,366,2000,0.5
file_00273,1,event,Frisco_2P_June_2024_Divine_Trigger_53519.sgy,366,2000,0.5
file_00274,1,event,Frisco_2P_June_2024_Divine_Trigger_53522.sgy,366,2000,0.5
file_00275,1,event,Frisco_2P_June_2024_Divine_Trigger_53523.sgy,366,2000,0.5
file_00276,1,event,Frisco_2P_June_2024_Divine_Trigger_53524.sgy,366,2000,0.5
file_00277,1,event,Frisco_2P_June_2024_Divine_Trigger_53525.sgy,366,2000,0.5
file_00278,1,event,Frisco_2P_June_2024_Divine_Trigger_53526.sgy,366,2000,0.5
file_00279,1,event,Frisco_2P_June_2024_Divine_Trigger_53527.sgy,366,2000,0.5
file_00280,1,event,Frisco_2P_June_2024_Divine_Trigger_53529.sgy,366,2000,0.5
file_00281,1,event,Frisco_2P_June_2024_Divine_Trigger_53537.sgy,366,2000,0.5
file_00282,1,event,Frisco_2P_June_2024_Divine_Trigger_53539.sgy,366,2000,0.5
file_00283,1,event,Frisco_2P_June_2024_Divine_Trigger_53540.sgy,366,2000,0.5
file_00284,1,event,Frisco_2P_June_2024_Divine_Trigger_53543.sgy,366,2000,0.5
file_00285,1,event,Frisco_2P_June_2024_Divine_Trigger_53545.sgy,366,2000,0.5
file_00286,1,event,Frisco_2P_June_2024_Divine_Trigger_53546.sgy,366,2000,0.5
file_00287,1,event,Frisco_2P_June_2024_Divine_Trigger_53547.sgy,366,2000,0.5
file_00288,1,event,Frisco_2P_June_2024_Divine_Trigger_53548.sgy,366,2000,0.5
file_00289,1,event,Frisco_2P_June_2024_Divine_Trigger_53550.sgy,366,2000,0.5
file_00290,1,event,Frisco_2P_June_2024_Divine_Trigger_53551.sgy,366,2000,0.5
file_00291,1,event,Frisco_2P_June_2024_Divine_Trigger_53552.sgy,366,2000,0.5
file_00292,1,event,Frisco_2P_June_2024_Divine_Trigger_53553.sgy,366,2000,0.5
file_00293,1,event,Frisco_2P_June_2024_Divine_Trigger_53554.sgy,366,2000,0.5
file_00294,1,event,Frisco_2P_June_2024_Divine_Trigger_53557.sgy,366,2000,0.5
file_00295,1,event,Frisco_2P_June_2024_Divine_Trigger_53558.sgy,366,2000,0.5
file_00296,1,event,Frisco_2P_June_2024_Divine_Trigger_53561.sgy,366,2000,0.5
